5.00050000e-01 1.50000000e+00 2.50000000e+00 3.50000000e+00 4.50000000e+00 5.50000000e+00 6.50000000e+00 7.50000000e+00 8.50000000e+00 9.50000000e+00 1.05000000e+01 1.15000000e+01 1.25000000e+01 1.35000000e+01 1.45000000e+01 1.55000000e+01 1.65000000e+01 1.75000000e+01 1.85000000e+01 1.95000000e+01 2.05000000e+01 2.15000000e+01 2.25000000e+01 2.35000000e+01 2.45000000e+01 2.55000000e+01 2.65000000e+01 2.75000000e+01 2.85000000e+01 2.95000000e+01 3.05000000e+01 3.15000000e+01 3.25000000e+01 3.35000000e+01 3.45000000e+01 3.55000000e+01 3.65000000e+01 3.75000000e+01 3.85000000e+01 3.95000000e+01 4.05000000e+01 4.15000000e+01 4.25000000e+01 4.35000000e+01 4.45000000e+01 4.55000000e+01 4.65000000e+01 4.75000000e+01 4.85000000e+01 4.95000000e+01 5.05000000e+01 5.15000000e+01 5.25000000e+01 5.35000000e+01 5.45000000e+01 5.55000000e+01 5.65000000e+01 5.75000000e+01 5.85000000e+01 5.95000000e+01 6.05000000e+01 6.15000000e+01 6.25000000e+01 6.35000000e+01 6.45000000e+01 6.55000000e+01 6.65000000e+01 6.75000000e+01 6.85000000e+01 6.95000000e+01 7.05000000e+01 7.15000000e+01 7.25000000e+01 7.35000000e+01 7.45000000e+01 7.55000000e+01 7.65000000e+01 7.75000000e+01 7.85000000e+01 7.95000000e+01 8.05000000e+01 8.15000000e+01 8.25000000e+01 8.35000000e+01 8.45000000e+01 8.55000000e+01 8.65000000e+01 8.75000000e+01 8.85000000e+01 8.95000000e+01 9.05000000e+01 9.15000000e+01 9.25000000e+01 9.35000000e+01 9.45000000e+01 9.55000000e+01 9.65000000e+01 9.75000000e+01 9.85000000e+01 9.95000000e+01 1.00500000e+02 1.01500000e+02 1.02500000e+02 1.03500000e+02 1.04500000e+02 1.05500000e+02 1.06500000e+02 1.07500000e+02 1.08500000e+02 1.09500000e+02 1.10500000e+02 1.11500000e+02 1.12500000e+02 1.13500000e+02 1.14500000e+02 1.15500000e+02 1.16500000e+02 1.17500000e+02 1.18500000e+02 1.19500000e+02 1.20500000e+02 1.21500000e+02 1.22500000e+02 1.23500000e+02 1.24500000e+02 1.25500000e+02 1.26500000e+02 1.27500000e+02 1.28500000e+02 1.29500000e+02 1.30500000e+02 1.31500000e+02 1.32500000e+02 1.33500000e+02 1.34500000e+02 1.35500000e+02 1.36500000e+02 1.37500000e+02 1.38500000e+02 1.39500000e+02 1.40500000e+02 1.41500000e+02 1.42500000e+02 1.43500000e+02 1.44500000e+02 1.45500000e+02 1.46500000e+02 1.47500000e+02 1.48500000e+02 1.49500000e+02 1.50500000e+02 1.51500000e+02 1.52500000e+02 1.53500000e+02 1.54500000e+02 1.55500000e+02 1.56500000e+02 1.57500000e+02 1.58500000e+02 1.59500000e+02 1.60500000e+02 1.61500000e+02 1.62500000e+02 1.63500000e+02 1.64500000e+02 1.65500000e+02 1.66500000e+02 1.67500000e+02 1.68500000e+02 1.69500000e+02 1.70500000e+02 1.71500000e+02 1.72500000e+02 1.73500000e+02 1.74500000e+02 1.75500000e+02 1.76500000e+02 1.77500000e+02 1.78500000e+02 1.79500000e+02 1.80500000e+02 1.81500000e+02 1.82500000e+02 1.83500000e+02 1.84500000e+02 1.85500000e+02 1.86500000e+02 1.87500000e+02 1.88500000e+02 1.89500000e+02 1.90500000e+02 1.91500000e+02 1.92500000e+02 1.93500000e+02 1.94500000e+02 1.95500000e+02 1.96500000e+02 1.97500000e+02 1.98500000e+02 1.99500000e+02 
2.50000000e-02 7.50000000e-02 1.25000000e-01 1.75000000e-01 2.25000000e-01 2.75000000e-01 3.25000000e-01 3.75000000e-01 4.25000000e-01 4.75000000e-01 5.25000000e-01 5.75000000e-01 6.25000000e-01 6.75000000e-01 7.25000000e-01 7.75000000e-01 8.25000000e-01 8.75000000e-01 9.25000000e-01 9.75000000e-01 
4.01877091e+02 4.01409229e+02 4.01485614e+02 3.97308273e+02 3.98310835e+02 3.97398981e+02 4.02383146e+02 3.98645022e+02 3.98597281e+02 3.99809904e+02 4.00736080e+02 3.98597281e+02 3.98645022e+02 4.02383146e+02 3.97398981e+02 3.98310835e+02 3.97308273e+02 4.01485614e+02 4.01409229e+02 4.01877091e+02 
1.99276260e+01 2.02890939e+01 1.98948893e+01 2.03729817e+01 2.03757098e+01 2.00783513e+01 2.02168003e+01 2.01956579e+01 2.03429731e+01 2.08476641e+01 2.08599403e+01 2.03429731e+01 2.01956579e+01 2.02168003e+01 2.00783513e+01 2.03757098e+01 2.03729817e+01 1.98948893e+01 2.02890939e+01 1.99276260e+01 
7.09688043e+00 7.08481954e+00 6.96069283e+00 6.98481462e+00 7.02200238e+00 7.08632715e+00 7.20743863e+00 7.24889796e+00 7.22452490e+00 7.29965422e+00 7.30317198e+00 7.22452490e+00 7.24889796e+00 7.20743863e+00 7.08632715e+00 7.02200238e+00 6.98481462e+00 6.96069283e+00 7.08481954e+00 7.09688043e+00 
4.35770599e+00 4.21048294e+00 4.12558131e+00 4.18738660e+00 4.04261512e+00 4.13629079e+00 4.17474168e+00 4.16080646e+00 4.27370756e+00 4.25396600e+00 4.25474018e+00 4.27370756e+00 4.16080646e+00 4.17474168e+00 4.13629079e+00 4.04261512e+00 4.18738660e+00 4.12558131e+00 4.21048294e+00 4.35770599e+00 
2.98144623e+00 2.91413919e+00 2.92908762e+00 2.84847570e+00 2.80762189e+00 2.86577204e+00 2.92063510e+00 2.92126122e+00 2.94387951e+00 2.91179127e+00 2.91241738e+00 2.94387951e+00 2.92126122e+00 2.92063510e+00 2.86577204e+00 2.80762189e+00 2.84847570e+00 2.92908762e+00 2.91413919e+00 2.98144623e+00 
2.22823865e+00 2.12793000e+00 2.13501247e+00 2.14991187e+00 2.00007845e+00 2.06922426e+00 2.12551672e+00 2.12236896e+00 2.12829724e+00 2.15473844e+00 2.15505321e+00 2.12829724e+00 2.12236896e+00 2.12551672e+00 2.06922426e+00 2.00007845e+00 2.14991187e+00 2.13501247e+00 2.12793000e+00 2.22823865e+00 
1.65947668e+00 1.59790201e+00 1.62929080e+00 1.64263574e+00 1.59846588e+00 1.60587138e+00 1.65237191e+00 1.65891280e+00 1.62996745e+00 1.58925600e+00 1.58963191e+00 1.62996745e+00 1.65891280e+00 1.65237191e+00 1.60587138e+00 1.59846588e+00 1.64263574e+00 1.62929080e+00 1.59790201e+00 1.65947668e+00 
1.28058102e+00 1.27052433e+00 1.28987499e+00 1.25741673e+00 1.28493139e+00 1.24953522e+00 1.29185243e+00 1.30131589e+00 1.30241760e+00 1.30563800e+00 1.30575100e+00 1.30241760e+00 1.30131589e+00 1.29185243e+00 1.24953522e+00 1.28493139e+00 1.25741673e+00 1.28987499e+00 1.27052433e+00 1.28058102e+00 
1.02045803e+00 1.03031424e+00 1.04428455e+00 1.06307296e+00 1.05130270e+00 1.03590236e+00 1.03935644e+00 1.08021133e+00 1.02670616e+00 1.07968332e+00 1.07981532e+00 1.02670616e+00 1.08021133e+00 1.03935644e+00 1.03590236e+00 1.05130270e+00 1.06307296e+00 1.04428455e+00 1.03031424e+00 1.02045803e+00 
