9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
9.99488704e-04	0.00000000e+00	0.00000000e+00	9.99488704e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00
