5.00050000e-01 1.50000000e+00 2.50000000e+00 3.50000000e+00 4.50000000e+00 5.50000000e+00 6.50000000e+00 7.50000000e+00 8.50000000e+00 9.50000000e+00 1.05000000e+01 1.15000000e+01 1.25000000e+01 1.35000000e+01 1.45000000e+01 1.55000000e+01 1.65000000e+01 1.75000000e+01 1.85000000e+01 1.95000000e+01 2.05000000e+01 2.15000000e+01 2.25000000e+01 2.35000000e+01 2.45000000e+01 2.55000000e+01 2.65000000e+01 2.75000000e+01 2.85000000e+01 2.95000000e+01 3.05000000e+01 3.15000000e+01 3.25000000e+01 3.35000000e+01 3.45000000e+01 3.55000000e+01 3.65000000e+01 3.75000000e+01 3.85000000e+01 3.95000000e+01 4.05000000e+01 4.15000000e+01 4.25000000e+01 4.35000000e+01 4.45000000e+01 4.55000000e+01 4.65000000e+01 4.75000000e+01 4.85000000e+01 4.95000000e+01 5.05000000e+01 5.15000000e+01 5.25000000e+01 5.35000000e+01 5.45000000e+01 5.55000000e+01 5.65000000e+01 5.75000000e+01 5.85000000e+01 5.95000000e+01 6.05000000e+01 6.15000000e+01 6.25000000e+01 6.35000000e+01 6.45000000e+01 6.55000000e+01 6.65000000e+01 6.75000000e+01 6.85000000e+01 6.95000000e+01 7.05000000e+01 7.15000000e+01 7.25000000e+01 7.35000000e+01 7.45000000e+01 7.55000000e+01 7.65000000e+01 7.75000000e+01 7.85000000e+01 7.95000000e+01 8.05000000e+01 8.15000000e+01 8.25000000e+01 8.35000000e+01 8.45000000e+01 8.55000000e+01 8.65000000e+01 8.75000000e+01 8.85000000e+01 8.95000000e+01 9.05000000e+01 9.15000000e+01 9.25000000e+01 9.35000000e+01 9.45000000e+01 9.55000000e+01 9.65000000e+01 9.75000000e+01 9.85000000e+01 9.95000000e+01 1.00500000e+02 1.01500000e+02 1.02500000e+02 1.03500000e+02 1.04500000e+02 1.05500000e+02 1.06500000e+02 1.07500000e+02 1.08500000e+02 1.09500000e+02 1.10500000e+02 1.11500000e+02 1.12500000e+02 1.13500000e+02 1.14500000e+02 1.15500000e+02 1.16500000e+02 1.17500000e+02 1.18500000e+02 1.19500000e+02 1.20500000e+02 1.21500000e+02 1.22500000e+02 1.23500000e+02 1.24500000e+02 1.25500000e+02 1.26500000e+02 1.27500000e+02 1.28500000e+02 1.29500000e+02 1.30500000e+02 1.31500000e+02 1.32500000e+02 1.33500000e+02 1.34500000e+02 1.35500000e+02 1.36500000e+02 1.37500000e+02 1.38500000e+02 1.39500000e+02 1.40500000e+02 1.41500000e+02 1.42500000e+02 1.43500000e+02 1.44500000e+02 1.45500000e+02 1.46500000e+02 1.47500000e+02 1.48500000e+02 1.49500000e+02 1.50500000e+02 1.51500000e+02 1.52500000e+02 1.53500000e+02 1.54500000e+02 1.55500000e+02 1.56500000e+02 1.57500000e+02 1.58500000e+02 1.59500000e+02 1.60500000e+02 1.61500000e+02 1.62500000e+02 1.63500000e+02 1.64500000e+02 1.65500000e+02 1.66500000e+02 1.67500000e+02 1.68500000e+02 1.69500000e+02 1.70500000e+02 1.71500000e+02 1.72500000e+02 1.73500000e+02 1.74500000e+02 1.75500000e+02 1.76500000e+02 1.77500000e+02 1.78500000e+02 1.79500000e+02 1.80500000e+02 1.81500000e+02 1.82500000e+02 1.83500000e+02 1.84500000e+02 1.85500000e+02 1.86500000e+02 1.87500000e+02 1.88500000e+02 1.89500000e+02 1.90500000e+02 1.91500000e+02 1.92500000e+02 1.93500000e+02 1.94500000e+02 1.95500000e+02 1.96500000e+02 1.97500000e+02 1.98500000e+02 1.99500000e+02 
2.50000000e-02 7.50000000e-02 1.25000000e-01 1.75000000e-01 2.25000000e-01 2.75000000e-01 3.25000000e-01 3.75000000e-01 4.25000000e-01 4.75000000e-01 5.25000000e-01 5.75000000e-01 6.25000000e-01 6.75000000e-01 7.25000000e-01 7.75000000e-01 8.25000000e-01 8.75000000e-01 9.25000000e-01 9.75000000e-01 
1.54637937e+01 1.54447120e+01 1.54405206e+01 1.54361187e+01 1.54354409e+01 1.54357924e+01 1.54369190e+01 1.54461771e+01 1.54425920e+01 1.54439530e+01 1.54580686e+01 1.54425920e+01 1.54461771e+01 1.54369190e+01 1.54357924e+01 1.54354409e+01 1.54361187e+01 1.54405206e+01 1.54447120e+01 1.54637937e+01 
4.39044334e+00 4.38317408e+00 4.38206219e+00 4.38308788e+00 4.38291860e+00 4.38167632e+00 4.38425132e+00 4.38523805e+00 4.38702061e+00 4.38995793e+00 4.39144611e+00 4.38702061e+00 4.38523805e+00 4.38425132e+00 4.38167632e+00 4.38291860e+00 4.38308788e+00 4.38206219e+00 4.38317408e+00 4.39044334e+00 
1.89772222e+00 1.89323364e+00 1.89208613e+00 1.89119779e+00 1.89176089e+00 1.89322125e+00 1.89451635e+00 1.89602974e+00 1.89729284e+00 1.89791132e+00 1.89838553e+00 1.89729284e+00 1.89602974e+00 1.89451635e+00 1.89322125e+00 1.89176089e+00 1.89119779e+00 1.89208613e+00 1.89323364e+00 1.89772222e+00 
1.12250422e+00 1.11924036e+00 1.11763046e+00 1.11689223e+00 1.11621558e+00 1.11669330e+00 1.11861634e+00 1.12027679e+00 1.12180107e+00 1.12277792e+00 1.12302467e+00 1.12180107e+00 1.12027679e+00 1.11861634e+00 1.11669330e+00 1.11621558e+00 1.11689223e+00 1.11763046e+00 1.11924036e+00 1.12250422e+00 
7.72732526e-01 7.71432593e-01 7.70083573e-01 7.68869592e-01 7.67986879e-01 7.68556970e-01 7.70056335e-01 7.70951013e-01 7.72380590e-01 7.73768956e-01 7.73928922e-01 7.72380590e-01 7.70951013e-01 7.70056335e-01 7.68556970e-01 7.67986879e-01 7.68869592e-01 7.70083573e-01 7.71432593e-01 7.72732526e-01 
5.74624212e-01 5.73333622e-01 5.72665044e-01 5.72156915e-01 5.70923922e-01 5.71642914e-01 5.72584248e-01 5.73857380e-01 5.75164336e-01 5.76169009e-01 5.76285847e-01 5.75164336e-01 5.73857380e-01 5.72584248e-01 5.71642914e-01 5.70923922e-01 5.72156915e-01 5.72665044e-01 5.73333622e-01 5.74624212e-01 
4.46870205e-01 4.46005424e-01 4.46164824e-01 4.45548639e-01 4.44750290e-01 4.45153627e-01 4.45981035e-01 4.46969436e-01 4.47236008e-01 4.48060764e-01 4.48152208e-01 4.47236008e-01 4.46969436e-01 4.45981035e-01 4.45153627e-01 4.44750290e-01 4.45548639e-01 4.46164824e-01 4.46005424e-01 4.46870205e-01 
3.58263737e-01 3.57743926e-01 3.58191854e-01 3.57965066e-01 3.57284430e-01 3.56918560e-01 3.57906893e-01 3.58738865e-01 3.59064616e-01 3.59571896e-01 3.59644896e-01 3.59064616e-01 3.58738865e-01 3.57906893e-01 3.56918560e-01 3.57284430e-01 3.57965066e-01 3.58191854e-01 3.57743926e-01 3.58263737e-01 
2.93961524e-01 2.94010292e-01 2.94859598e-01 2.94412775e-01 2.93487471e-01 2.93307205e-01 2.94095075e-01 2.94647115e-01 2.94966791e-01 2.95376434e-01 2.95438529e-01 2.94966791e-01 2.94647115e-01 2.94095075e-01 2.93307205e-01 2.93487471e-01 2.94412775e-01 2.94859598e-01 2.94010292e-01 2.93961524e-01 
