# r-bin (Mpc/h)	# ell = 0	
5.00050000e-01	1.54433077e+01	
1.50000000e+00	4.38505744e+00	
2.50000000e+00	1.89452093e+00	
3.50000000e+00	1.11927716e+00	
4.50000000e+00	7.70689901e-01	
5.50000000e+00	5.73318002e-01	
6.50000000e+00	4.46278597e-01	
7.50000000e+00	3.58168634e-01	
8.50000000e+00	2.94315533e-01	
9.50000000e+00	2.46014217e-01	
1.05000000e+01	2.08480244e-01	
1.15000000e+01	1.78636378e-01	
1.25000000e+01	1.54471289e-01	
1.35000000e+01	1.34597265e-01	
1.45000000e+01	1.18095912e-01	
1.55000000e+01	1.04296992e-01	
1.65000000e+01	9.26461506e-02	
1.75000000e+01	8.26930753e-02	
1.85000000e+01	7.42323039e-02	
1.95000000e+01	6.67781204e-02	
2.05000000e+01	6.02445964e-02	
2.15000000e+01	5.44315358e-02	
2.25000000e+01	4.92882352e-02	
2.35000000e+01	4.47648855e-02	
2.45000000e+01	4.08758860e-02	
2.55000000e+01	3.73466662e-02	
2.65000000e+01	3.40847344e-02	
2.75000000e+01	3.12056654e-02	
2.85000000e+01	2.86278970e-02	
2.95000000e+01	2.63564066e-02	
3.05000000e+01	2.43490038e-02	
3.15000000e+01	2.24384502e-02	
3.25000000e+01	2.07315688e-02	
3.35000000e+01	1.91680836e-02	
3.45000000e+01	1.77139012e-02	
3.55000000e+01	1.64211355e-02	
3.65000000e+01	1.52912669e-02	
3.75000000e+01	1.41937009e-02	
3.85000000e+01	1.32243648e-02	
3.95000000e+01	1.23479695e-02	
4.05000000e+01	1.15084744e-02	
4.15000000e+01	1.06970053e-02	
4.25000000e+01	9.97966460e-03	
4.35000000e+01	9.32936910e-03	
4.45000000e+01	8.72022995e-03	
4.55000000e+01	8.12855050e-03	
4.65000000e+01	7.62170930e-03	
4.75000000e+01	7.12712763e-03	
4.85000000e+01	6.68678725e-03	
4.95000000e+01	6.27187452e-03	
5.05000000e+01	5.86998626e-03	
5.15000000e+01	5.45097121e-03	
5.25000000e+01	5.05228218e-03	
5.35000000e+01	4.66144436e-03	
5.45000000e+01	4.33641980e-03	
5.55000000e+01	4.02555732e-03	
5.65000000e+01	3.78422938e-03	
5.75000000e+01	3.57220945e-03	
5.85000000e+01	3.36914211e-03	
5.95000000e+01	3.17713575e-03	
6.05000000e+01	3.00237080e-03	
6.15000000e+01	2.82431594e-03	
6.25000000e+01	2.67358986e-03	
6.35000000e+01	2.49284804e-03	
6.45000000e+01	2.34228856e-03	
6.55000000e+01	2.18904194e-03	
6.65000000e+01	2.01314401e-03	
6.75000000e+01	1.85489090e-03	
6.85000000e+01	1.74122694e-03	
6.95000000e+01	1.60999449e-03	
7.05000000e+01	1.46137042e-03	
7.15000000e+01	1.31869002e-03	
7.25000000e+01	1.22393496e-03	
7.35000000e+01	1.17122540e-03	
7.45000000e+01	1.13141786e-03	
7.55000000e+01	1.05665743e-03	
7.65000000e+01	1.00359946e-03	
7.75000000e+01	9.38242461e-04	
7.85000000e+01	8.80293324e-04	
7.95000000e+01	8.57398119e-04	
8.05000000e+01	8.50864941e-04	
8.15000000e+01	8.48719257e-04	
8.25000000e+01	8.31401661e-04	
8.35000000e+01	8.19582491e-04	
8.45000000e+01	8.41417872e-04	
8.55000000e+01	8.85273875e-04	
8.65000000e+01	9.28714961e-04	
8.75000000e+01	9.79247892e-04	
8.85000000e+01	1.02330748e-03	
8.95000000e+01	1.06516756e-03	
9.05000000e+01	1.08840958e-03	
9.15000000e+01	1.10614938e-03	
9.25000000e+01	1.11618835e-03	
9.35000000e+01	1.13422038e-03	
9.45000000e+01	1.14921948e-03	
9.55000000e+01	1.17386924e-03	
9.65000000e+01	1.20061801e-03	
9.75000000e+01	1.20073383e-03	
9.85000000e+01	1.17968030e-03	
9.95000000e+01	1.19277584e-03	
1.00500000e+02	1.18623060e-03	
1.01500000e+02	1.17160121e-03	
1.02500000e+02	1.14370353e-03	
1.03500000e+02	1.12006206e-03	
1.04500000e+02	1.06535526e-03	
1.05500000e+02	1.01587359e-03	
1.06500000e+02	9.69177428e-04	
1.07500000e+02	9.47959286e-04	
1.08500000e+02	9.22474988e-04	
1.09500000e+02	8.79638835e-04	
1.10500000e+02	8.06537726e-04	
1.11500000e+02	7.42388836e-04	
1.12500000e+02	6.87673095e-04	
1.13500000e+02	6.45395821e-04	
1.14500000e+02	5.94532380e-04	
1.15500000e+02	5.38811935e-04	
1.16500000e+02	4.92858904e-04	
1.17500000e+02	4.47225276e-04	
1.18500000e+02	4.04870650e-04	
1.19500000e+02	3.78707296e-04	
1.20500000e+02	3.46904255e-04	
1.21500000e+02	3.03310939e-04	
1.22500000e+02	2.63409148e-04	
1.23500000e+02	2.29272100e-04	
1.24500000e+02	1.90451761e-04	
1.25500000e+02	1.38165294e-04	
1.26500000e+02	9.20618356e-05	
1.27500000e+02	6.74057487e-05	
1.28500000e+02	4.63485941e-05	
1.29500000e+02	8.73459170e-06	
1.30500000e+02	-2.83692881e-05	
1.31500000e+02	-5.05792488e-05	
1.32500000e+02	-8.79440011e-05	
1.33500000e+02	-1.29954421e-04	
1.34500000e+02	-1.55009954e-04	
1.35500000e+02	-1.62770699e-04	
1.36500000e+02	-1.70905387e-04	
1.37500000e+02	-1.80768128e-04	
1.38500000e+02	-1.87005528e-04	
1.39500000e+02	-1.99965953e-04	
1.40500000e+02	-1.92230228e-04	
1.41500000e+02	-1.82656950e-04	
1.42500000e+02	-1.73239172e-04	
1.43500000e+02	-1.67574379e-04	
1.44500000e+02	-1.54145176e-04	
